Ind1,HapIndex1,Ind2,HapIndex2,Scaffold,IBDStart,IBDEnd,Lod,IBDlen
CB085,2,CB165,1,5,63.921,65.953,6.34,2.032
CB085,1,CB165,2,7,12.854,13.77,5.98,0.916
CB085,1,CB167,2,5,71.099,72.152,4.62,1.053
CB085,1,CB167,2,7,31.92,32.891,3.16,0.971
CB085,1,CB168,2,6,53.979,56.182,4.2,2.203
CB085,1,CB169,1,7,49.899,50.449,4.31,0.55
CB085,1,CB170,2,1,16.502,16.693,4.18,0.191
CB085,1,CB170,2,3,138.661,142.337,3.91,3.676
CB085,2,CB177,1,1,7.69,7.74,3.39,0.05
CB085,2,CB177,1,4,24.731,25.482,3.78,0.751
CB085,1,CB177,2,6,9.769,10.815,3.51,1.046
CB085,1,CB177,2,7,64.05,64.597,4.38,0.547
CB085,2,CB182,1,7,27.5,28.17,3.94,0.67
CB085,1,CB189,1,3,8.278,8.502,11.04,0.224
CB085,1,CB189,1,6,9.769,10.58,3.19,0.811
CB085,2,CB283,2,1,6.175,7.955,5.4,1.78
CB085,2,CB283,2,3,69.551,123.046,7.39,53.495
CB085,1,CB283,2,3,169.75,171.455,5.41,1.705
CB085,1,CB283,2,4,91.94,95.943,3.21,4.003
CB085,2,CB283,1,5,12.764,167.262,10.22,154.498
CB085,2,CB283,1,6,0.041,12.451,4.14,12.41
CB085,1,CB283,2,6,46.054,52.367,3.21,6.313
CB085,2,CB283,1,7,38.396,39.795,3.53,1.399
CB085,1,CB322,2,2,68.391,72.057,3.61,3.666
CB085,1,CB322,2,4,4.559,5.666,3.44,1.107
CB085,1,CB322,1,6,29.761,31.956,9.09,2.195
CB085,1,CB323,1,1,7.699,25.694,4.55,17.995
CB085,1,CB323,1,2,6.287,7.855,3.04,1.568
CB085,1,CB323,1,2,62.567,65.358,4.17,2.791
CB085,2,CB323,2,3,151.972,154.257,3.96,2.285
CB085,1,CB323,1,5,74.837,196.971,5.12,122.134
CB085,2,CB323,1,7,0.343,3.127,3.67,2.784
CB085,1,CB323,1,7,67.859,97.474,3.63,29.615
CB085,2,CB326,1,5,73.755,74.344,3.89,0.589
CB085,1,CB326,2,7,48.631,48.966,15.82,0.335
CB085,2,CB327,1,5,73.755,74.344,3.89,0.589
CB085,1,CB328,1,1,10.205,11.252,3.71,1.047
CB085,1,CB328,1,6,26.127,26.425,6.91,0.298
CB085,2,CB329,1,3,96.233,96.501,6.33,0.268
CB085,2,CB333,2,3,137.791,142.292,5.6,4.501
CB085,2,CB333,2,4,50.132,50.841,6.09,0.709
CB085,2,CB333,2,5,9.014,11.153,3.25,2.139
CB085,2,CB333,2,5,85.17,85.613,3.47,0.443
CB085,2,CB333,2,6,52.025,52.397,4.42,0.372
CB085,2,CB333,2,7,27.339,28.28,4.63,0.941
CB085,2,CB333,2,7,29.305,29.937,3.74,0.632
CB085,2,CB335,2,2,93.066,99.604,9.23,6.538
CB085,2,CB336,1,3,123.84,128.846,4.21,5.006
CB085,2,CB337,1,5,65.812,66.33,3.27,0.518
CB085,2,CB337,2,5,69.867,71.361,4.56,1.494
CB085,2,CB337,1,5,179.475,180.568,5.03,1.093
CB085,1,CB338,2,1,10.205,11.249,3.27,1.044
CB085,1,CB338,2,6,30.862,31.956,5.16,1.094
CB085,2,CB338,2,6,42.592,44.759,5.41,2.167
CB085,1,CB339,2,2,89.357,96.145,5.8,6.788
CB085,1,CB339,2,3,173.634,174.531,4.43,0.897
CB085,1,CB340,2,1,10.2,11.094,3.04,0.894
CB085,1,CB340,2,1,18.109,18.259,3.41,0.15
CB085,1,CB340,2,2,55.486,56.316,3.85,0.83
CB085,1,CB340,2,4,75.185,93.362,4.13,18.177
CB085,1,CB340,2,5,11.705,199.595,5.33,187.89
CB085,1,CB340,2,7,35.09,36.363,7.82,1.273
CB085,1,CB340,2,7,96.364,96.947,8.13,0.583
CB085,2,CB341,1,3,94.94,133.721,12.5,38.781
CB085,2,CB341,1,4,32.742,32.792,4.13,0.05
CB085,1,CB342,1,1,7.828,7.878,4.36,0.05
CB085,1,CB342,1,3,33.993,139.754,3.22,105.761
CB085,2,CB342,2,5,70.277,76.352,3.27,6.075
CB085,1,CB342,1,5,126.993,130.78,13.94,3.787
CB085,1,CB342,1,6,30.158,31.956,11.08,1.798
CB085,1,CB345,1,1,10.129,11.094,3.08,0.965
CB085,2,CB345,1,5,71.388,71.881,4.49,0.493
CB085,2,CB345,1,7,8.965,9.278,3.31,0.313
CB085,1,CB345,1,7,20.196,21.152,3.38,0.956
CB085,1,CB350,2,1,8.214,8.694,3.31,0.48
CB085,1,CB350,2,3,33.138,34.693,9.72,1.555
CB085,1,CB351,2,1,12.075,12.664,6.52,0.589
CB085,1,CB352,2,1,44.965,45.228,3.02,0.263
CB085,1,CB352,2,3,32.878,103.189,4.06,70.311
CB085,2,CB353,2,1,9.139,9.708,6.37,0.569
CB085,1,CB353,1,5,70.817,72.237,4.02,1.42
CB085,2,CB353,2,5,74.837,76.092,3.84,1.255
CB085,1,CB353,2,6,17.028,17.481,3.29,0.453
CB085,1,CB355,2,1,24.326,24.784,4.09,0.458
CB085,1,CB355,2,2,68.391,69.515,4.31,1.124
CB085,1,CB355,2,5,75.942,77.289,10.73,1.347
CB085,1,CB357,1,1,7.716,7.766,3.63,0.05
CB085,1,CB357,1,1,29.551,30.147,3.32,0.596
CB085,1,CB357,1,2,12.495,13.751,3.19,1.256
CB085,1,CB357,2,3,49.203,53.845,3.85,4.642
CB085,1,CB357,2,5,180.766,181.917,3.45,1.151
CB085,2,CB357,1,7,14.712,14.942,4.42,0.23
CB085,2,CB358,2,1,19.531,24.784,4.71,5.253
CB085,2,CB358,1,6,25.522,26.127,4.09,0.605
CB085,1,CB359,1,1,0.919,29.933,4.08,29.014
CB085,1,CB359,1,2,18.72,21.432,3.8,2.712
CB085,1,CB359,1,3,100.269,186.741,3.35,86.472
CB085,1,CB359,1,4,13.011,14.42,3.73,1.409
CB085,1,CB359,1,4,92.457,97.818,3.53,5.361
CB085,1,CB359,1,5,51.849,54.178,3.98,2.329
CB085,1,CB359,1,5,66.752,67.373,5.15,0.621
CB085,1,CB359,1,5,157.19,192.512,4.93,35.322
CB085,2,CB359,2,6,-0.025,83.236,3.88,83.261
CB085,2,CB359,2,7,58.097,96.291,3.43,38.194
CB085,2,CB362,1,1,19.531,19.805,4.71,0.274
CB085,2,CB362,1,3,100.774,101.587,5.22,0.813
CB085,2,CB362,2,5,15.381,77.121,3.79,61.74
CB085,1,CB363,2,3,128.668,133.721,3.12,5.053
CB085,1,CB363,2,7,8.965,9.411,9.99,0.446
CB085,2,CB364,2,1,40.624,42.742,4.34,2.118
CB085,2,CB364,2,3,49.203,55.599,3.85,6.396
CB085,1,CB364,1,5,75.956,77.289,10.73,1.333
CB085,2,CB364,1,6,30.526,31.956,6.8,1.43
CB085,2,CB364,2,7,8.965,9.411,5.93,0.446
CB085,1,CB367,1,1,2.753,4.47,3.02,1.717
CB085,1,CB367,2,2,35.549,36.193,3.47,0.644
CB085,1,CB367,2,4,10.244,13.227,3.16,2.983
CB085,2,CB369,1,1,44.961,45.094,3.94,0.133
CB085,1,CB369,2,3,108.742,109.161,5.41,0.419
CB085,1,CB370,2,3,108.742,109.123,3.39,0.381
CB085,1,CB371,2,1,7.828,32.132,3.6,24.304
CB085,2,CB371,1,2,1.333,6.625,7.16,5.292
CB085,1,CB371,1,3,128.77,133.721,3.06,4.951
CB085,2,CB371,2,4,50.132,97.818,6.13,47.686
CB085,2,CB371,2,5,192.512,193.527,6.75,1.015
CB085,2,CB371,2,6,12.372,76.413,3.2,64.041
CB085,1,CB371,1,7,28.737,28.885,3.16,0.148
CB085,2,CB371,2,7,63.763,64.579,5.01,0.816
CB085,2,CB373,2,3,13.025,13.318,5.98,0.293
CB085,1,CB373,1,4,95.99,97.107,3.34,1.117
CB085,2,CB373,2,7,67.761,68.354,3.18,0.593
CB085,2,CB374,1,1,7.638,7.697,4.18,0.059
CB085,1,CB374,1,2,6.436,7.774,3.42,1.338
CB085,2,CB374,1,2,22.18,54.58,3.31,32.4
CB085,2,CB374,2,3,72.095,110.922,7.3,38.827
CB085,1,CB374,2,3,136.555,146.106,23.11,9.551
CB085,2,CB374,1,3,185.286,186.741,3.37,1.455
CB085,2,CB374,1,4,18.702,21.189,7.09,2.487
CB085,2,CB374,2,4,83.999,86.359,3.15,2.36
CB085,2,CB374,1,4,90.554,92.631,4.93,2.077
CB085,2,CB374,1,5,87.082,180.591,8.89,93.509
CB085,2,CB374,1,6,21.93,67.236,5.95,45.306
CB085,1,CB374,1,7,0.356,40.201,4.24,39.845
CB085,2,CB374,1,7,57.601,58.62,6.1,1.019
CB085,1,CB375,1,1,22.334,33.119,3.41,10.785
CB085,1,CB375,1,3,136.797,146.319,4.42,9.522
CB085,2,CB375,2,4,18.333,18.714,5.78,0.381
CB085,2,CB375,1,6,37.537,39.857,4.46,2.32
CB085,1,CB375,1,7,29.959,40.123,7.08,10.164
CB085,2,CB377,2,5,183.037,184.167,4.48,1.13
CB085,2,CB381,2,1,19.407,19.887,3.3,0.48
CB085,1,CB381,1,4,0.164,0.657,6.73,0.493
CB085,1,CB381,1,5,44.858,67.373,4.77,22.515
CB085,1,CB381,1,5,78.703,78.981,7.91,0.278
CB085,1,CB381,1,5,88.39,88.44,5.87,0.05
CB085,1,CB381,1,6,74.327,75.992,4.15,1.665
CB085,1,CB381,1,7,21.976,80.343,3.1,58.367
CB085,1,CB382,1,1,5.825,6.187,5.09,0.362
CB085,1,CB382,2,1,7.883,7.933,4.04,0.05
CB085,1,CB382,1,1,45.11,45.25,5.94,0.14
CB085,1,CB382,1,3,167.199,169.642,4.95,2.443
CB085,1,CB382,1,4,0.278,97.818,7.14,97.54
CB085,2,CB382,2,5,44.858,53.548,4.47,8.69
CB085,1,CB382,1,6,0.281,3.568,3.32,3.287
CB085,1,CB382,1,6,37.537,39.857,4.15,2.32
CB085,2,CB382,2,7,22.94,24.591,4.0,1.651
CB085,1,CB383,2,2,5.446,6.608,3.89,1.162
CB085,1,CB383,2,5,114.57,115.407,9.04,0.837
CB085,1,CB383,2,6,42.57,44.242,5.94,1.672
CB085,1,CB385,2,1,0.118,1.78,4.67,1.662
CB085,2,CB385,1,2,48.369,60.794,3.22,12.425
CB085,1,CB385,2,3,169.75,172.029,3.76,2.279
CB085,1,CB385,1,4,10.17,13.087,3.01,2.917
CB085,2,CB385,1,5,67.685,167.305,3.67,99.62
CB085,2,CB385,2,6,3.323,3.568,3.36,0.245
CB085,1,CB385,2,6,15.516,16.763,3.37,1.247
CB085,2,CB385,1,6,78.728,79.623,3.04,0.895
CB085,1,CB388,1,1,7.601,8.208,10.3,0.607
CB085,2,CB388,2,4,72.743,74.495,3.14,1.752
CB085,2,CB388,2,5,73.755,184.187,7.88,110.432
CB085,1,CB388,2,6,37.537,39.857,3.31,2.32
CB085,1,CB391,2,4,38.553,40.891,4.7,2.338
CB085,1,CB391,2,6,48.164,48.499,3.07,0.335
CB085,1,CB391,1,7,72.958,73.982,4.26,1.024
CB085,2,CB392,1,4,26.209,27.062,3.03,0.853
CB085,2,CB392,1,6,52.962,53.016,3.62,0.054
CB085,1,CB394,2,1,32.41,46.31,3.69,13.9
CB085,2,CB394,2,2,19.735,20.997,4.4,1.262
CB085,2,CB394,2,2,60.395,60.807,3.59,0.412
CB085,1,CB394,2,3,55.263,124.697,4.61,69.434
CB085,1,CB394,2,4,28.376,32.186,5.14,3.81
CB085,1,CB394,2,4,82.532,83.339,3.58,0.807
CB085,1,CB394,2,5,65.74,66.26,4.97,0.52
CB085,1,CB394,2,5,84.965,86.871,9.04,1.906
CB085,1,CB394,2,5,180.993,184.187,4.56,3.194
CB085,1,CB394,2,5,209.111,211.731,4.03,2.62
CB085,1,CB394,2,6,22.735,23.028,3.74,0.293
CB085,2,CB394,2,6,70.427,70.995,4.74,0.568
CB085,2,CB394,2,7,8.965,63.986,3.77,55.021
CB085,1,CB394,2,7,79.222,82.247,7.02,3.025
CB085,2,CB399,2,2,43.943,45.514,3.02,1.571
CB085,2,CB399,2,2,49.637,50.739,3.67,1.102
CB085,2,CB399,2,2,52.83,54.793,3.1,1.963
CB085,1,CB399,1,3,119.452,124.697,7.2,5.245
CB085,2,CB399,2,4,21.623,116.289,10.91,94.666
CB085,2,CB399,2,5,84.596,87.131,7.1,2.535
CB085,2,CB399,2,7,4.875,5.096,3.09,0.221
CB085,1,CB399,1,7,19.463,26.167,8.81,6.704
CB085,1,CB401,1,1,7.881,7.931,4.47,0.05
CB085,1,CB401,1,2,58.484,60.036,3.27,1.552
CB085,1,CB401,1,2,70.595,72.057,7.33,1.462
CB085,1,CB401,1,4,19.862,21.023,5.01,1.161
CB085,1,CB401,1,4,84.468,116.162,3.69,31.694
CB085,1,CB401,1,5,4.475,66.33,3.07,61.855
CB085,2,CB401,1,7,42.735,63.986,3.54,21.251
CB085,1,CB405,1,1,20.368,21.329,18.59,0.961
CB085,2,CB405,2,1,23.187,24.316,4.89,1.129
CB085,1,CB405,1,6,57.136,58.931,4.17,1.795
CB085,2,CB405,2,7,0.356,3.377,4.64,3.021
CB085,1,CB406,2,1,32.716,43.631,3.52,10.915
CB085,1,CB406,1,2,43.627,46.635,4.15,3.008
CB085,1,CB406,2,4,21.659,97.818,5.12,76.159
CB085,1,CB406,2,6,22.651,27.566,4.54,4.915
CB085,1,CB406,2,6,36.513,37.317,3.39,0.804
CB085,1,CB406,2,6,74.424,76.931,3.62,2.507
CB085,2,CB407,1,1,32.41,45.575,5.94,13.165
CB085,1,CB407,1,2,1.306,12.492,3.62,11.186
CB085,1,CB407,1,2,38.515,58.553,3.56,20.038
CB085,1,CB407,2,3,7.286,7.742,3.21,0.456
CB085,1,CB407,2,4,3.838,4.133,3.79,0.295
CB085,1,CB407,2,4,19.787,20.008,8.46,0.221
CB085,1,CB407,2,5,196.65,196.971,3.32,0.321
CB085,1,CB407,2,6,16.063,17.521,4.04,1.458
CB085,1,CB407,2,6,27.578,28.844,3.77,1.266
CB085,1,CB407,2,7,12.982,13.511,3.88,0.529
CB085,1,CB410,1,1,20.282,24.316,22.3,4.034
CB085,1,CB410,1,2,41.908,42.162,4.23,0.254
CB085,2,CB410,2,2,54.774,56.072,3.26,1.298
CB085,1,CB412,1,1,32.41,33.96,4.43,1.55
CB085,2,CB412,1,2,46.659,57.646,3.17,10.987
CB085,1,CB412,1,4,84.468,88.283,4.89,3.815
CB085,1,CB412,1,5,168.406,196.87,6.14,28.464
CB085,1,CB412,2,6,78.861,80.054,3.36,1.193
CB085,1,CB412,1,7,4.908,5.742,3.07,0.834
CB085,1,CB412,1,7,66.119,67.244,3.63,1.125
CB085,2,CB414,1,1,5.796,43.631,6.13,37.835
CB085,1,CB414,2,2,19.544,57.638,3.06,38.094
CB085,2,CB414,1,3,4.606,7.856,3.86,3.25
CB085,1,CB414,1,4,97.565,98.077,4.98,0.512
CB085,1,CB414,2,5,196.65,196.971,3.32,0.321
CB085,1,CB414,2,6,36.513,39.857,3.81,3.344
CB085,2,CB414,1,7,29.986,62.176,5.61,32.19
CB085,2,CB416,2,3,12.668,78.726,3.2,66.058
CB085,2,CB416,2,4,2.635,3.972,4.3,1.337
CB085,2,CB416,2,4,83.999,88.283,5.14,4.284
CB085,2,CB416,2,5,71.388,72.365,9.71,0.977
CB085,1,CB416,1,7,46.612,47.901,7.76,1.289
CB085,1,CB417,1,2,43.627,57.646,4.48,14.019
CB085,1,CB417,1,3,13.025,13.981,8.09,0.956
CB085,1,CB417,1,4,15.512,98.077,3.05,82.565
CB085,1,CB417,1,6,35.848,82.551,5.3,46.703
CB085,2,CB475,2,1,13.071,13.417,3.19,0.346
CB085,2,CB475,2,3,101.93,102.59,3.1,0.66
CB085,1,CB475,1,5,2.165,4.534,3.64,2.369
CB085,2,CB475,1,5,210.24,212.768,8.06,2.528
CB085,2,CB475,1,6,23.378,23.598,4.98,0.22
CB085,2,CB475,1,6,40.866,41.279,3.08,0.413
CB085,1,CB477,1,1,7.696,7.746,6.74,0.05
CB085,2,CB477,1,5,73.755,75.015,7.88,1.26
CB085,1,CB477,1,6,37.297,37.523,4.2,0.226
CB085,2,CB478,2,4,10.17,81.487,6.1,71.317
CB085,1,CB478,1,7,11.519,12.42,3.41,0.901
CB085,1,CB478,1,7,29.305,64.766,7.02,35.461
CB085,1,CB479,1,1,7.744,7.794,3.93,0.05
CB085,1,CB479,1,2,8.505,10.769,3.06,2.264
CB085,1,CB479,1,3,184.79,186.242,3.06,1.452
CB085,2,CB479,2,4,2.797,75.937,5.26,73.14
CB085,1,CB479,1,5,86.037,86.286,3.44,0.249
CB085,1,CB479,1,5,86.825,86.914,8.65,0.089
CB085,2,CB479,2,6,65.541,68.227,3.14,2.686
CB085,1,CB479,1,7,17.261,39.662,3.04,22.401
CB085,2,CB480,2,1,20.03,20.126,3.13,0.096
CB085,2,CB480,2,3,12.711,12.969,3.29,0.258
CB085,1,RP295,1,1,44.391,44.61,5.39,0.219
CB085,2,RP295,1,6,17.745,18.029,3.06,0.284
CB085,2,RP296,1,4,26.209,27.062,3.03,0.853
CB086,2,CB087,1,1,2.751,21.776,5.77,19.025
CB086,1,CB087,1,2,1.206,49.398,3.02,48.192
CB086,1,CB087,1,3,4.802,7.202,5.54,2.4
CB086,1,CB087,1,3,71.997,119.323,4.02,47.326
CB086,1,CB087,1,3,156.096,159.123,8.46,3.027
CB086,1,CB087,1,3,172.05,181.222,3.84,9.172
CB086,1,CB087,1,4,1.336,6.542,5.48,5.206
CB086,2,CB087,2,4,34.051,116.304,3.09,82.253
CB086,1,CB087,2,5,9.677,11.732,4.27,2.055
CB086,1,CB087,1,5,19.12,20.187,3.12,1.067
CB086,2,CB087,2,5,24.64,27.817,5.72,3.177
CB086,2,CB087,2,5,67.76,68.757,3.44,0.997
CB086,1,CB087,2,5,78.86,79.678,3.04,0.818
CB086,2,CB087,1,5,157.027,180.13,3.6,23.103
CB086,1,CB087,1,6,2.454,83.222,7.74,80.768
CB086,2,CB087,2,7,24.057,25.648,11.97,1.591
CB086,2,CB087,1,7,41.93,64.689,6.07,22.759
CB086,1,CB088,2,1,5.381,21.29,6.07,15.909
CB086,2,CB088,2,2,48.787,51.439,3.28,2.652
CB086,1,CB088,2,3,4.802,8.404,10.5,3.602
CB086,2,CB088,1,3,71.997,180.099,4.48,108.102
CB086,2,CB088,1,4,1.336,3.886,4.11,2.55
CB086,2,CB088,2,4,34.654,36.192,3.29,1.538
CB086,1,CB088,1,4,96.018,97.155,4.15,1.137
CB086,1,CB088,2,5,68.018,172.128,6.49,104.11
CB086,1,CB088,2,6,0.213,62.784,14.31,62.571
CB086,2,CB088,1,7,22.756,44.871,4.85,22.115
CB086,1,CB088,2,7,57.438,92.178,6.64,34.74
CB086,1,CB090,2,1,6.188,6.46,3.33,0.272
CB086,2,CB090,2,1,7.734,7.819,3.23,0.085
CB086,1,CB090,2,1,20.919,21.29,5.71,0.371
CB086,2,CB090,1,1,40.049,43.482,5.78,3.433
CB086,1,CB090,2,2,12.47,14.386,4.58,1.916
CB086,1,CB090,2,2,33.749,56.544,3.32,22.795
CB086,1,CB090,2,2,108.379,121.493,3.78,13.114
CB086,1,CB090,2,3,4.802,119.323,9.65,114.521
CB086,1,CB090,2,3,139.541,180.047,4.0,40.506
CB086,1,CB090,2,4,0.744,36.192,5.4,35.448
CB086,2,CB090,2,5,3.222,13.068,3.3,9.846
CB086,1,CB090,1,5,65.957,71.102,3.97,5.145
CB086,1,CB090,2,5,84.523,172.128,3.79,87.605
CB086,1,CB090,2,6,0.041,84.008,27.61,83.967
CB086,2,CB090,2,7,25.183,46.18,3.56,20.997
CB086,1,CB090,2,7,62.748,63.565,3.83,0.817
CB086,2,CB092,1,1,3.94,7.945,3.8,4.005
CB086,2,CB092,1,3,12.589,182.055,11.69,169.466
CB086,2,CB092,1,4,84.468,85.749,4.67,1.281
CB086,2,CB092,1,4,91.617,91.961,3.6,0.344
CB086,2,CB092,1,5,11.739,171.485,3.85,159.746
CB086,2,CB092,1,6,16.06,17.2,4.29,1.14
CB086,2,CB092,1,6,27.865,40.894,5.83,13.029
CB086,1,CB092,1,6,52.264,61.792,5.48,9.528
CB086,2,CB092,2,6,81.911,82.554,6.22,0.643
CB086,1,CB092,2,7,6.468,97.015,3.3,90.547
CB086,1,CB093,1,1,3.111,46.134,5.0,43.023
CB086,2,CB093,1,2,12.202,14.386,5.6,2.184
CB086,2,CB093,1,2,24.786,42.193,5.83,17.407
CB086,2,CB093,1,2,54.58,60.405,3.92,5.825
CB086,2,CB093,1,2,92.116,95.379,5.48,3.263
CB086,2,CB093,2,3,11.651,12.58,5.82,0.929
CB086,2,CB093,2,3,77.006,77.871,4.23,0.865
CB086,2,CB093,1,3,103.274,104.316,3.8,1.042
CB086,2,CB093,1,3,139.541,143.353,4.0,3.812
CB086,2,CB093,1,3,171.829,181.222,7.54,9.393
CB086,2,CB093,1,4,13.222,41.849,4.06,28.627
CB086,2,CB093,1,5,0.157,154.758,9.2,154.601
CB086,2,CB093,1,5,183.228,199.576,8.55,16.348
CB086,2,CB093,1,6,2.59,8.953,5.65,6.363
CB086,1,CB093,1,6,29.512,84.008,8.98,54.496
CB086,1,CB093,2,7,1.073,21.815,10.18,20.742
CB086,2,CB093,1,7,48.89,96.679,3.18,47.789
CB086,2,CB100,1,3,102.611,154.685,6.96,52.074
CB086,2,CB100,1,5,3.222,212.94,3.3,209.718
CB086,2,CB100,2,6,37.316,37.386,3.15,0.07
CB086,2,CB100,1,7,14.747,14.942,3.11,0.195
CB086,2,CB102,2,3,35.008,36.771,4.83,1.763
CB086,1,CB102,2,5,152.733,154.543,4.0,1.81
CB086,2,CB102,2,6,52.85,53.14,3.33,0.29
CB086,2,CB103,2,1,7.684,7.736,3.43,0.052
CB086,2,CB103,2,3,92.304,92.354,3.37,0.05
CB086,1,CB103,2,5,202.197,202.939,3.03,0.742
CB086,2,CB103,2,6,62.991,64.516,4.35,1.525
CB086,2,CB151,1,4,0.269,89.465,3.97,89.196
CB086,2,CB156,1,3,31.201,31.314,5.06,0.113
CB086,1,CB156,1,7,4.663,5.24,3.81,0.577
CB086,1,CB156,1,7,18.295,97.411,3.47,79.116
CB086,1,CB158,2,1,22.01,22.304,6.96,0.294
CB086,1,CB159,2,2,32.281,33.245,5.18,0.964
CB086,2,CB159,1,2,67.076,68.74,5.52,1.664
CB086,1,CB159,2,3,35.875,39.347,8.13,3.472
CB086,1,CB159,1,4,27.079,27.129,3.21,0.05
CB086,1,CB159,2,6,22.477,22.806,3.97,0.329
CB086,1,CB160,1,7,14.747,14.847,3.05,0.1
CB086,2,CB162,1,7,14.747,14.882,3.11,0.135
CB086,1,CB163,1,3,103.872,105.598,4.56,1.726
CB086,1,CB167,2,1,24.204,24.616,4.05,0.412
CB086,1,CB167,2,3,181.592,182.234,4.71,0.642
CB086,1,CB168,1,5,194.558,196.123,3.17,1.565
CB086,1,CB168,2,6,35.97,36.434,3.15,0.464
CB086,2,CB168,1,7,68.31,69.032,4.4,0.722
CB086,2,CB169,2,4,17.181,18.201,3.23,1.02
CB086,2,CB170,2,3,14.739,16.334,3.25,1.595
CB086,1,CB170,1,5,14.688,16.106,4.16,1.418
CB086,1,CB170,2,5,66.027,66.777,4.58,0.75
CB086,1,CB170,2,5,72.781,73.709,3.75,0.928
CB086,1,CB177,2,3,36.602,38.656,3.77,2.054
CB086,2,CB182,2,3,31.201,31.314,5.01,0.113
CB086,2,CB182,2,3,35.334,39.335,3.73,4.001
CB086,1,CB182,2,5,188.935,190.026,4.82,1.091
CB086,1,CB182,1,6,49.479,50.634,4.3,1.155
CB086,1,CB283,2,1,7.782,22.331,4.82,14.549
CB086,2,CB283,2,1,39.962,43.505,6.33,3.543
CB086,2,CB283,2,3,59.638,65.565,4.83,5.927
CB086,2,CB283,2,3,134.7,149.752,3.28,15.052
CB086,2,CB283,2,4,4.24,97.6,13.55,93.36
CB086,2,CB283,1,5,28.941,30.364,3.2,1.423
CB086,1,CB283,2,5,67.76,68.82,3.19,1.06
CB086,1,CB283,1,5,85.95,207.975,5.2,122.025
CB086,2,CB283,2,6,9.086,82.647,5.35,73.561
CB086,1,CB283,1,7,1.073,34.713,4.38,33.64
CB086,2,CB283,2,7,57.438,97.693,6.28,40.255
CB086,2,CB322,2,3,134.698,137.967,3.84,3.269
CB086,2,CB322,1,4,0.044,1.141,5.38,1.097
CB086,1,CB322,1,7,20.396,70.381,4.65,49.985
CB086,1,CB323,2,1,7.909,12.446,4.32,4.537
CB086,1,CB323,1,1,24.204,45.7,4.35,21.496
CB086,1,CB323,2,3,138.676,143.353,5.67,4.677
CB086,2,CB323,2,3,163.234,169.701,4.15,6.467
CB086,1,CB323,1,5,132.84,142.508,4.16,9.668
CB086,1,CB324,2,3,119.324,120.834,3.38,1.51
CB086,1,CB324,2,5,33.867,38.496,4.83,4.629
CB086,2,CB327,2,4,83.085,84.879,4.18,1.794
CB086,2,CB328,2,3,90.67,93.8,3.42,3.13
CB086,2,CB328,2,7,8.626,9.278,3.25,0.652
CB086,1,CB329,2,2,62.175,63.866,3.11,1.691
CB086,2,CB333,1,2,57.583,57.653,3.12,0.07
CB086,2,CB333,1,3,0.22,3.278,4.33,3.058
CB086,2,CB333,1,7,5.552,7.136,4.28,1.584
CB086,2,CB333,1,7,46.088,48.981,3.48,2.893
CB086,1,CB335,2,3,13.101,13.32,3.09,0.219
CB086,1,CB336,2,1,20.46,20.919,4.69,0.459
CB086,2,CB336,2,3,134.7,138.374,3.28,3.674
CB086,1,CB336,1,7,17.355,17.405,4.19,0.05
CB086,1,CB337,1,2,16.627,18.383,4.51,1.756
CB086,1,CB337,1,3,157.097,168.735,5.47,11.638
CB086,1,CB337,1,5,134.762,180.13,4.34,45.368
CB086,1,CB338,1,3,4.04,5.057,5.85,1.017
CB086,1,CB338,2,7,48.637,48.849,4.53,0.212
CB086,2,CB339,1,3,151.385,152.048,5.04,0.663
CB086,1,CB339,2,7,1.871,71.081,3.3,69.21
CB086,2,CB340,1,5,136.982,142.508,5.18,5.526
CB086,1,CB341,1,1,7.863,7.913,6.35,0.05
CB086,1,CB341,1,4,87.484,89.277,3.22,1.793
CB086,1,CB341,1,7,17.383,17.523,4.35,0.14
CB086,2,CB342,2,4,21.83,22.621,3.81,0.791
CB086,2,CB345,1,1,7.884,7.934,7.28,0.05
CB086,2,CB345,1,6,25.644,26.031,4.16,0.387
CB086,1,CB345,1,7,13.928,19.167,4.27,5.239
CB086,1,CB347,1,1,13.329,13.647,3.27,0.318
CB086,1,CB347,2,4,18.325,19.397,3.1,1.072
CB086,2,CB350,2,1,7.683,7.736,3.43,0.053
CB086,2,CB350,2,5,35.218,39.663,4.8,4.445
CB086,1,CB352,1,4,16.049,16.788,3.15,0.739
CB086,1,CB352,1,5,33.865,40.993,3.8,7.128
CB086,1,CB352,1,6,25.644,26.031,4.16,0.387
CB086,1,CB353,2,2,16.627,18.383,4.18,1.756
CB086,1,CB353,2,3,13.379,14.477,3.5,1.098
CB086,1,CB353,2,5,132.913,142.508,4.13,9.595
CB086,1,CB353,2,7,1.073,1.871,4.08,0.798
CB086,1,CB353,1,7,18.344,19.43,3.64,1.086
CB086,2,CB355,2,5,33.966,34.016,4.81,0.05
CB086,2,CB358,1,5,68.07,69.044,5.37,0.974
CB086,1,CB359,1,1,6.188,7.819,3.63,1.631
CB086,1,CB359,1,1,20.919,21.857,4.17,0.938
CB086,1,CB359,1,1,40.196,43.239,5.05,3.043
CB086,1,CB359,1,2,12.47,14.324,4.7,1.854
CB086,1,CB359,1,2,32.675,51.439,5.51,18.764
CB086,1,CB359,1,2,108.379,108.429,3.78,0.05
