Ind1,HapIndex1,Ind2,HapIndex2,Scaffold,IBDStart,IBDEnd,Lod,IBDlen
CB159,2,CB170,2,6,42.105,42.851,4.11,0.746
CB159,1,CB177,1,1,7.739,9.691,3.48,1.952
CB159,1,CB177,1,2,19.682,59.715,3.41,40.033
CB159,1,CB177,1,2,76.258,78.893,4.87,2.635
CB159,1,CB177,1,3,36.602,38.656,3.64,2.054
CB159,1,CB177,1,3,111.649,119.529,3.02,7.88
CB159,1,CB177,1,4,15.489,66.565,3.16,51.076
CB159,2,CB177,1,4,76.995,95.916,4.73,18.921
CB159,2,CB177,1,5,87.13,87.18,4.34,0.05
CB159,2,CB177,1,5,104.535,106.556,3.16,2.021
CB159,2,CB177,1,5,154.489,193.607,3.24,39.118
CB159,1,CB177,2,6,29.37,84.008,3.35,54.638
CB159,2,CB177,1,7,1.881,25.068,3.69,23.187
CB159,1,CB182,2,1,7.927,7.977,3.62,0.05
CB159,2,CB182,2,1,22.233,22.283,4.27,0.05
CB159,2,CB182,1,2,18.72,19.26,3.74,0.54
CB159,1,CB182,2,2,54.717,57.179,3.26,2.462
CB159,2,CB182,2,3,35.875,105.231,3.14,69.356
CB159,1,CB182,2,4,16.211,38.134,3.47,21.923
CB159,2,CB182,2,4,50.85,84.387,3.38,33.537
CB159,2,CB182,2,6,2.513,5.592,7.4,3.079
CB159,2,CB182,2,6,42.293,42.851,4.02,0.558
CB159,2,CB182,2,7,9.792,10.27,3.51,0.478
CB159,1,CB182,2,7,13.613,14.257,3.8,0.644
CB159,1,CB189,1,1,9.813,18.466,3.22,8.653
CB159,2,CB189,2,6,53.285,56.201,6.2,2.916
CB159,1,CB189,2,7,90.043,91.265,3.85,1.222
CB159,2,CB283,1,2,23.97,27.13,10.85,3.16
CB159,2,CB283,2,3,6.19,7.356,10.16,1.166
CB159,2,CB322,2,1,17.911,18.2,4.87,0.289
CB159,1,CB322,2,6,42.789,45.35,6.19,2.561
CB159,1,CB323,1,3,186.246,186.741,3.62,0.495
CB159,1,CB323,1,7,20.412,21.764,3.43,1.352
CB159,2,CB324,2,1,44.937,45.229,5.29,0.292
CB159,2,CB327,1,5,67.457,67.514,3.75,0.057
CB159,2,CB327,2,6,9.062,10.418,5.24,1.356
CB159,1,CB329,1,1,44.95,45.228,4.04,0.278
CB159,2,CB329,1,5,52.029,55.029,5.21,3.0
CB159,2,CB333,2,1,39.751,39.978,4.8,0.227
CB159,1,CB335,2,1,17.911,18.2,4.95,0.289
CB159,1,CB336,2,7,33.181,34.535,3.91,1.354
CB159,2,CB337,1,3,186.283,186.741,3.09,0.458
CB159,2,CB337,1,5,165.852,167.06,3.44,1.208
CB159,1,CB338,2,1,12.509,22.579,3.68,10.07
CB159,1,CB338,1,7,9.908,28.467,3.46,18.559
CB159,1,CB340,2,7,19.962,21.18,5.0,1.218
CB159,2,CB341,2,1,7.813,7.875,5.45,0.062
CB159,2,CB341,2,2,106.831,116.6,3.63,9.769
CB159,2,CB341,2,4,25.278,26.025,4.07,0.747
CB159,2,CB342,2,1,43.387,43.517,5.79,0.13
CB159,2,CB342,2,7,17.448,17.502,3.68,0.054
CB159,2,CB347,1,6,44.81,45.35,3.49,0.54
CB159,2,CB350,2,2,78.974,80.742,3.51,1.768
CB159,1,CB351,1,7,25.18,26.562,5.69,1.382
CB159,2,CB352,2,6,-0.001,0.089,3.77,0.09
CB159,2,CB353,2,1,6.024,6.261,4.38,0.237
CB159,1,CB355,2,5,67.034,67.187,3.64,0.153
CB159,2,CB355,1,6,42.605,45.204,3.72,2.599
CB159,2,CB355,2,7,9.792,10.27,3.51,0.478
CB159,2,CB357,1,2,80.709,84.152,5.14,3.443
CB159,1,CB357,1,7,25.521,25.9,5.95,0.379
CB159,1,CB359,1,1,37.051,37.849,3.64,0.798
CB159,1,CB361,2,7,29.821,29.965,6.33,0.144
CB159,2,CB362,1,2,82.666,86.44,5.24,3.774
CB159,2,CB362,2,6,17.2,17.485,5.49,0.285
CB159,2,CB362,1,7,25.512,26.59,10.42,1.078
CB159,1,CB363,1,1,20.652,21.322,8.75,0.67
CB159,1,CB363,2,2,39.936,41.31,3.97,1.374
CB159,2,CB363,2,7,28.81,29.479,5.16,0.669
CB159,1,CB364,1,1,7.674,7.724,3.13,0.05
CB159,1,CB364,1,1,21.004,24.338,10.25,3.334
CB159,1,CB364,1,1,44.95,45.39,5.45,0.44
CB159,2,CB367,1,1,17.976,18.218,4.47,0.242
CB159,1,CB367,1,5,66.721,67.162,3.18,0.441
CB159,1,CB367,1,6,22.657,22.806,3.63,0.149
CB159,1,CB367,2,7,6.884,22.908,4.44,16.024
CB159,2,CB369,2,4,85.581,88.018,3.02,2.437
CB159,2,CB369,2,7,29.924,29.974,3.46,0.05
CB159,2,CB370,1,2,78.903,80.742,3.15,1.839
CB159,2,CB370,2,7,29.781,29.974,3.74,0.193
CB159,1,CB373,2,1,7.889,45.39,4.67,37.501
CB159,1,CB373,1,3,101.897,107.212,6.25,5.315
CB159,1,CB373,1,5,189.145,213.81,3.12,24.665
CB159,2,CB373,2,7,9.336,9.503,4.78,0.167
CB159,2,CB373,1,7,25.512,26.59,4.31,1.078
CB159,1,CB374,2,3,168.97,171.715,3.88,2.745
CB159,1,CB374,1,4,50.185,50.833,5.63,0.648
CB159,1,CB374,2,6,56.704,58.591,3.06,1.887
CB159,2,CB374,1,7,39.54,40.123,3.6,0.583
CB159,1,CB375,1,4,40.181,50.846,13.42,10.665
CB159,1,CB375,1,7,37.407,42.235,3.6,4.828
CB159,1,CB376,1,1,7.719,7.769,3.29,0.05
CB159,1,CB377,2,4,100.765,101.062,3.8,0.297
CB159,1,CB377,1,7,0.416,2.96,3.52,2.544
CB159,2,CB377,1,7,25.944,27.449,5.32,1.505
CB159,1,CB381,1,1,32.737,33.864,5.08,1.127
CB159,2,CB381,2,7,25.932,27.44,5.03,1.508
CB159,2,CB382,2,2,50.941,52.541,3.75,1.6
CB159,2,CB382,2,6,70.251,70.902,5.05,0.651
CB159,1,CB383,2,2,31.644,54.545,3.23,22.901
CB159,1,CB383,2,3,146.98,148.804,3.76,1.824
CB159,1,CB385,1,1,7.668,7.718,3.41,0.05
CB159,2,CB385,2,3,36.542,39.815,5.46,3.273
CB159,1,CB385,2,4,19.803,20.441,4.89,0.638
CB159,2,CB385,2,5,48.27,49.458,3.51,1.188
CB159,2,CB388,2,2,48.675,48.771,4.39,0.096
CB159,2,CB388,1,2,49.393,49.686,3.25,0.293
CB159,2,CB388,1,3,79.333,80.971,8.23,1.638
CB159,1,CB388,1,5,77.966,78.375,4.99,0.409
CB159,2,CB391,2,1,7.767,28.017,9.76,20.25
CB159,2,CB391,2,2,19.235,20.955,3.18,1.72
CB159,2,CB391,2,2,63.685,67.073,4.22,3.388
CB159,1,CB391,2,3,32.193,35.875,12.41,3.682
CB159,2,CB391,2,3,151.945,153.809,5.8,1.864
CB159,1,CB391,1,3,175.736,179.797,6.17,4.061
CB159,2,CB391,2,4,7.878,22.684,4.73,14.806
CB159,2,CB391,2,4,97.471,98.987,7.98,1.516
CB159,2,CB391,2,4,104.202,106.733,8.75,2.531
CB159,2,CB391,2,5,74.674,201.063,6.48,126.389
CB159,2,CB391,2,6,2.591,37.761,3.37,35.17
CB159,1,CB391,2,6,52.973,53.227,4.14,0.254
CB159,1,CB391,2,7,1.871,37.018,3.13,35.147
CB159,1,CB392,2,2,-0.035,55.921,5.48,55.956
CB159,1,CB392,2,2,73.232,74.152,4.77,0.92
CB159,2,CB392,1,3,31.601,35.875,3.24,4.274
CB159,2,CB392,1,5,196.835,199.496,3.33,2.661
CB159,1,CB392,2,6,27.636,71.082,3.32,43.446
CB159,2,CB394,2,2,24.082,26.596,7.67,2.514
CB159,2,CB394,2,6,53.369,73.425,7.01,20.056
CB159,1,CB399,1,1,22.219,22.269,4.5,0.05
CB159,2,CB399,1,2,63.035,73.076,5.27,10.041
CB159,2,CB399,1,3,151.75,186.741,7.46,34.991
CB159,2,CB399,1,4,50.833,57.286,3.24,6.453
CB159,2,CB399,1,4,76.28,83.41,3.36,7.13
CB159,1,CB399,1,5,165.791,167.05,3.26,1.259
CB159,2,CB399,1,6,22.811,23.616,9.12,0.805
CB159,2,CB399,1,7,30.005,38.638,6.0,8.633
CB159,1,CB401,2,1,44.935,45.389,9.44,0.454
CB159,1,CB401,1,6,70.86,73.431,3.49,2.571
CB159,1,CB405,2,1,7.628,7.678,3.11,0.05
CB159,1,CB405,2,1,7.767,7.817,3.2,0.05
CB159,1,CB405,2,2,35.384,57.598,3.77,22.214
CB159,1,CB405,2,4,50.833,57.286,3.54,6.453
CB159,1,CB405,2,4,85.581,88.018,3.02,2.437
CB159,2,CB405,1,5,108.376,120.479,3.33,12.103
CB159,1,CB405,2,5,168.279,170.414,3.11,2.135
CB159,1,CB405,2,5,179.474,180.095,9.11,0.621
CB159,1,CB405,2,6,56.704,58.591,3.37,1.887
CB159,2,CB406,1,1,7.628,7.695,5.15,0.067
CB159,2,CB406,1,5,108.376,120.479,3.33,12.103
CB159,1,CB406,1,6,32.561,33.196,4.54,0.635
CB159,2,CB407,2,1,7.628,12.723,5.84,5.095
CB159,1,CB407,2,2,35.246,36.401,4.52,1.155
CB159,1,CB407,2,5,138.766,186.919,3.07,48.153
CB159,1,CB407,1,7,0.044,0.61,3.26,0.566
CB159,2,CB408,1,1,21.857,25.159,18.1,3.302
CB159,1,CB408,2,6,23.621,23.778,3.66,0.157
CB159,1,CB410,2,1,16.663,16.773,5.93,0.11
CB159,2,CB410,2,1,17.587,17.945,3.1,0.358
CB159,2,CB410,1,2,48.411,48.767,8.87,0.356
CB159,1,CB410,2,3,108.067,150.54,3.72,42.473
CB159,2,CB410,2,4,15.994,57.286,3.13,41.292
CB159,1,CB410,2,5,160.063,167.866,4.04,7.803
CB159,2,CB410,1,7,25.521,26.558,3.56,1.037
CB159,1,CB414,1,4,40.181,43.089,14.55,2.908
CB159,2,CB414,2,7,17.566,22.659,6.61,5.093
CB159,2,CB416,2,1,7.75,7.8,3.04,0.05
CB159,2,CB416,1,1,21.353,21.832,4.26,0.479
CB159,2,CB416,1,6,3.351,5.247,4.01,1.896
CB159,1,CB416,2,7,0.343,38.016,3.67,37.673
CB159,1,CB417,1,1,7.767,7.817,3.47,0.05
CB159,1,CB417,2,1,44.949,45.39,3.95,0.441
CB159,1,CB417,1,4,18.338,19.915,3.83,1.577
CB159,1,CB417,1,5,207.602,212.779,3.53,5.177
CB159,1,CB417,1,6,2.591,10.221,11.62,7.63
CB159,2,CB417,2,7,1.614,4.353,3.01,2.739
CB159,2,CB418,2,1,7.882,45.39,3.67,37.508
CB159,2,CB418,2,5,177.772,178.827,3.9,1.055
CB159,1,CB418,2,6,67.289,70.183,6.09,2.894
CB159,2,CB475,2,1,19.779,20.126,3.47,0.347
CB159,1,CB475,1,2,60.71,61.686,4.22,0.976
CB159,1,CB475,1,7,33.826,34.976,6.71,1.15
CB159,1,CB477,1,2,76.704,77.706,4.29,1.002
CB159,1,CB477,1,4,95.043,95.46,4.07,0.417
CB159,2,CB478,2,1,26.632,27.065,4.11,0.433
CB159,1,CB478,2,2,48.775,49.368,3.97,0.593
CB159,2,CB478,1,5,66.193,67.98,3.22,1.787
CB159,1,CB478,2,7,9.577,9.627,6.78,0.05
CB159,2,CB478,1,7,26.337,27.447,3.26,1.11
CB159,2,CB479,2,6,13.241,15.353,5.7,2.112
CB159,1,CB479,1,6,23.503,25.845,8.19,2.342
CB159,1,CB480,2,1,7.719,7.769,3.29,0.05
CB159,2,RP295,2,2,67.076,67.383,3.24,0.307
CB159,1,RP296,2,1,9.833,11.249,3.8,1.416
CB159,1,RP296,1,5,201.095,201.873,4.84,0.778
CB159,2,RP296,2,7,21.764,22.659,7.86,0.895
CB160,2,CB162,2,1,7.865,7.968,5.03,0.103
CB160,2,CB162,2,2,31.773,56.58,3.05,24.807
CB160,2,CB162,2,3,7.847,9.73,6.07,1.883
CB160,2,CB162,2,3,33.693,186.496,5.36,152.803
CB160,1,CB162,1,4,16.803,32.465,3.79,15.662
CB160,2,CB162,2,4,43.175,59.991,4.41,16.816
CB160,2,CB162,2,4,82.732,113.652,4.09,30.92
CB160,2,CB162,2,5,11.721,80.157,3.92,68.436
CB160,2,CB162,2,5,184.803,196.387,7.92,11.584
CB160,1,CB162,1,6,23.748,51.914,3.13,28.166
CB160,2,CB162,1,6,71.979,74.633,3.68,2.654
CB160,2,CB162,1,7,13.098,36.63,7.62,23.532
CB160,2,CB162,2,7,58.671,62.071,9.47,3.4
CB160,1,CB163,1,1,7.705,7.946,13.42,0.241
CB160,2,CB163,2,2,14.81,73.676,3.46,58.866
CB160,2,CB163,2,3,94.07,186.496,4.74,92.426
CB160,1,CB163,1,4,1.549,32.465,3.91,30.916
CB160,1,CB163,1,4,43.175,46.169,4.62,2.994
CB160,1,CB163,1,4,80.216,86.847,6.65,6.631
CB160,2,CB163,2,4,106.818,107.296,3.32,0.478
CB160,2,CB163,1,5,72.725,79.5,10.84,6.775
CB160,1,CB163,1,5,101.488,144.853,4.15,43.365
CB160,1,CB163,1,5,175.126,176.157,7.93,1.031
CB160,2,CB163,2,5,191.448,193.087,4.21,1.639
CB160,1,CB163,1,6,13.231,17.523,4.31,4.292
CB160,2,CB163,2,6,34.114,34.723,13.23,0.609
CB160,2,CB163,2,6,72.39,74.633,4.23,2.243
CB160,1,CB163,1,7,31.869,60.838,14.16,28.969
CB160,1,CB163,1,7,88.054,90.834,3.16,2.78
CB160,1,CB164,1,1,7.697,7.939,4.6,0.242
CB160,1,CB164,2,2,1.893,4.109,7.61,2.216
CB160,1,CB164,1,2,23.046,49.452,3.72,26.406
CB160,1,CB164,1,3,95.157,97.601,5.31,2.444
CB160,1,CB164,1,3,116.893,118.854,4.65,1.961
CB160,1,CB164,1,4,1.549,2.841,3.97,1.292
CB160,2,CB164,1,4,15.184,27.04,11.28,11.856
CB160,1,CB164,2,4,45.356,115.301,8.45,69.945
CB160,1,CB164,1,5,13.464,29.607,4.22,16.143
CB160,1,CB164,1,5,66.09,79.5,9.97,13.41
CB160,1,CB164,2,5,190.035,193.087,5.52,3.052
CB160,1,CB164,1,6,37.549,72.947,4.09,35.398
CB160,1,CB164,2,7,40.165,42.611,4.64,2.446
CB160,1,CB164,1,7,58.671,60.262,3.24,1.591
CB160,2,CB164,1,7,96.164,97.242,6.82,1.078
CB160,2,CB165,2,1,7.696,7.901,4.41,0.205
CB160,2,CB165,2,2,1.082,1.306,4.08,0.224
CB160,1,CB165,2,2,20.217,35.651,3.51,15.434
CB160,1,CB165,2,2,48.286,49.771,3.04,1.485
CB160,2,CB165,2,2,55.783,56.149,3.54,0.366
CB160,2,CB165,2,3,106.211,118.854,4.92,12.643
CB160,2,CB165,2,3,133.484,135.615,4.2,2.131
CB160,2,CB165,2,4,10.875,84.259,6.17,73.384
CB160,2,CB165,2,5,66.844,79.812,3.48,12.968
CB160,2,CB165,2,6,-0.001,5.261,4.64,5.262
CB160,2,CB165,2,6,37.386,59.11,6.08,21.724
CB160,2,CB165,2,6,71.272,74.054,6.8,2.782
CB160,2,CB165,2,7,38.641,96.986,5.92,58.345
CB160,1,CB167,1,1,7.724,7.857,3.37,0.133
CB160,2,CB167,1,2,49.256,51.386,6.84,2.13
CB160,2,CB167,1,3,35.733,36.872,6.06,1.139
CB160,2,CB167,1,3,100.379,101.107,3.25,0.728
CB160,2,CB167,1,4,1.549,48.865,3.36,47.316
CB160,2,CB167,1,4,96.88,97.451,3.12,0.571
CB160,2,CB167,1,5,14.616,16.269,5.89,1.653
CB160,2,CB167,1,5,179.969,183.181,3.19,3.212
CB160,2,CB167,1,6,-0.025,0.358,4.84,0.383
CB160,2,CB167,1,6,15.522,17.311,5.36,1.789
CB160,2,CB167,1,6,27.851,49.612,5.85,21.761
CB160,1,CB167,1,7,8.973,9.195,3.37,0.222
CB160,1,CB167,1,7,39.43,42.611,5.06,3.181
CB160,2,CB167,1,7,58.671,60.01,8.32,1.339
CB160,1,CB168,1,1,7.785,7.921,3.8,0.136
CB160,2,CB168,2,2,14.635,17.003,8.17,2.368
CB160,2,CB168,1,4,15.266,32.618,4.25,17.352
CB160,2,CB168,2,5,68.052,194.236,3.16,126.184
CB160,1,CB168,2,6,23.618,82.076,6.3,58.458
CB160,1,CB168,1,7,34.768,34.941,3.63,0.173
CB160,2,CB169,1,1,7.786,7.836,3.58,0.05
CB160,2,CB169,2,2,12.207,49.666,3.04,37.459
CB160,2,CB169,2,3,33.693,35.019,4.02,1.326
CB160,2,CB169,2,3,109.853,129.344,7.68,19.491
CB160,2,CB169,2,4,32.887,38.267,22.06,5.38
CB160,1,CB169,2,5,160.71,161.555,5.01,0.845
CB160,2,CB169,2,6,27.851,30.213,5.25,2.362
CB160,1,CB169,2,7,9.913,74.774,3.23,64.861
CB160,2,CB170,1,1,20.27,20.46,3.41,0.19
CB160,2,CB170,2,2,10.664,49.666,5.43,39.002
CB160,2,CB170,2,3,161.913,169.606,4.05,7.693
CB160,2,CB170,2,4,59.483,69.783,8.27,10.3
CB160,2,CB170,2,4,83.071,83.41,3.13,0.339
CB160,2,CB170,1,6,13.391,14.878,4.48,1.487
CB160,2,CB170,2,6,29.218,29.722,4.22,0.504
CB160,2,CB170,2,6,46.138,48.304,4.64,2.166
CB160,2,CB170,1,6,72.891,73.852,4.8,0.961
CB160,2,CB170,2,7,61.672,62.071,3.63,0.399
CB160,2,CB170,2,7,69.145,70.144,4.08,0.999
CB160,2,CB177,1,1,7.874,7.944,4.72,0.07
CB160,2,CB177,2,2,1.054,1.306,4.08,0.252
CB160,2,CB177,1,2,4.279,5.204,3.17,0.925
CB160,1,CB177,2,2,48.301,82.22,3.04,33.919
CB160,2,CB177,2,3,110.393,115.005,12.84,4.612
CB160,1,CB177,2,4,30.949,66.565,3.14,35.616
CB160,2,CB177,1,5,8.968,11.613,3.99,2.645
CB160,2,CB177,2,5,14.616,17.389,5.89,2.773
CB160,2,CB177,2,5,69.547,89.176,4.89,19.629
CB160,2,CB177,2,5,152.666,196.98,4.42,44.314
CB160,2,CB177,2,6,60.828,62.91,5.85,2.082
CB160,2,CB177,1,7,31.918,33.135,14.52,1.217
CB160,2,CB177,2,7,34.598,34.726,3.21,0.128
CB160,2,CB182,2,1,7.672,22.283,3.89,14.611
CB160,2,CB182,2,2,13.66,14.371,5.53,0.711
CB160,2,CB182,2,3,177.843,179.498,10.54,1.655
CB160,1,CB182,2,4,15.184,16.488,12.79,1.304
CB160,2,CB182,2,4,50.85,83.412,3.38,32.562
CB160,2,CB182,1,5,11.739,29.607,3.44,17.868
CB160,2,CB182,2,5,63.488,173.126,3.86,109.638
CB160,2,CB182,2,6,26.435,67.158,3.39,40.723
CB160,2,CB182,1,7,14.713,78.163,4.02,63.45
CB160,2,CB189,1,1,1.479,45.229,4.17,43.75
CB160,2,CB189,1,3,26.77,27.719,6.32,0.949
CB160,1,CB189,1,4,24.978,25.279,3.5,0.301
CB160,2,CB189,1,7,22.824,23.952,3.2,1.128
CB160,1,CB189,1,7,64.148,67.846,16.03,3.698
CB160,2,CB283,1,3,153.207,156.067,3.04,2.86
CB160,1,CB283,2,7,9.61,9.891,3.6,0.281
CB160,1,CB322,1,6,21.742,22.059,3.09,0.317
CB160,1,CB322,1,7,5.552,6.87,4.5,1.318
CB160,1,CB323,1,6,23.618,24.158,5.05,0.54
CB160,1,CB323,1,7,9.629,9.907,3.09,0.278
CB160,2,CB324,2,2,61.435,62.162,3.22,0.727
CB160,2,CB324,2,3,71.911,73.09,3.08,1.179
CB160,2,CB324,2,3,150.639,151.965,4.53,1.326
CB160,2,CB324,2,4,20.673,21.633,4.44,0.96
CB160,2,CB324,2,5,33.247,65.952,3.04,32.705
CB160,1,CB326,2,1,40.003,40.314,3.92,0.311
CB160,2,CB326,1,5,33.242,33.43,3.1,0.188
CB160,1,CB326,2,6,62.498,63.299,3.7,0.801
CB160,1,CB327,2,4,33.956,35.451,5.87,1.495
CB160,1,CB327,1,6,18.118,19.397,4.34,1.279
CB160,1,CB328,1,4,78.479,79.265,3.13,0.786
CB160,2,CB328,2,5,2.055,33.43,6.42,31.375
CB160,1,CB328,1,6,31.956,32.654,4.48,0.698
CB160,1,CB329,1,4,19.963,21.315,12.45,1.352
CB160,1,CB333,1,1,7.816,7.866,4.1,0.05
CB160,1,CB333,2,1,39.839,39.923,3.65,0.084
CB160,2,CB333,2,5,121.088,144.306,4.24,23.218
CB160,2,CB333,1,6,59.727,62.499,3.34,2.772
CB160,2,CB335,2,1,7.874,7.924,3.02,0.05
CB160,1,CB336,2,5,49.378,52.065,4.58,2.687
CB160,1,CB336,2,5,185.055,187.14,7.37,2.085
CB160,1,CB337,1,5,25.565,27.588,3.48,2.023
CB160,1,CB337,1,6,27.752,27.942,3.37,0.19
CB160,2,CB338,2,1,22.403,22.579,3.17,0.176
CB160,2,CB338,2,3,98.232,98.322,5.56,0.09
CB160,1,CB339,2,1,18.199,23.348,3.77,5.149
CB160,1,CB339,1,2,0.028,1.054,3.26,1.026
CB160,1,CB339,2,3,184.113,184.733,3.74,0.62
CB160,2,CB339,2,5,198.197,199.554,3.61,1.357
CB160,1,CB339,2,6,18.13,19.397,4.29,1.267
CB160,2,CB340,2,1,39.897,40.003,3.53,0.106
CB160,2,CB340,2,5,33.867,70.347,3.24,36.48
CB160,2,CB340,2,6,39.985,40.764,3.36,0.779
CB160,2,CB340,2,7,19.477,21.18,5.85,1.703
CB160,2,CB340,2,7,96.982,97.693,4.74,0.711
CB160,2,CB341,1,5,33.867,38.356,4.99,4.489
CB160,2,CB341,1,7,9.617,9.891,3.31,0.274
CB160,2,CB342,1,1,16.375,16.879,3.01,0.504
CB160,2,CB342,2,5,198.197,199.497,4.02,1.3
CB160,2,CB342,2,6,19.531,20.806,6.29,1.275
CB160,1,CB345,1,7,50.99,52.545,3.2,1.555
CB160,1,CB347,1,1,40.318,41.178,3.04,0.86
CB160,1,CB347,2,5,16.359,17.836,3.29,1.477
CB160,1,CB347,1,6,20.318,20.966,6.32,0.648
CB160,1,CB347,1,7,75.103,77.417,3.64,2.314
CB160,2,CB350,2,6,8.432,8.956,13.38,0.524
CB160,1,CB350,1,7,17.467,77.646,4.76,60.179
CB160,1,CB352,2,3,139.093,139.665,3.82,0.572
CB160,1,CB352,2,7,51.016,52.545,3.39,1.529
CB160,1,CB353,1,6,18.96,19.397,3.92,0.437
CB160,1,CB353,2,7,48.026,48.359,4.52,0.333
CB160,1,CB355,2,1,7.927,7.977,4.01,0.05
CB160,2,CB355,2,3,108.395,109.877,4.7,1.482
CB160,1,CB355,2,5,0.071,0.684,3.65,0.613
CB160,2,CB355,1,7,25.231,26.693,3.97,1.462
CB160,1,CB357,1,1,3.006,4.296,3.61,1.29
CB160,1,CB357,1,5,184.046,184.295,3.5,0.249
CB160,2,CB357,1,6,32.13,32.582,4.27,0.452
CB160,1,CB358,1,1,2.878,4.296,3.42,1.418
CB160,2,CB359,1,5,80.157,82.983,5.54,2.826
CB160,1,CB361,1,5,66.838,67.193,3.82,0.355
CB160,2,CB363,1,1,2.032,3.02,3.94,0.988
CB160,1,CB363,1,3,34.293,36.378,6.28,2.085
CB160,1,CB363,1,5,16.359,17.836,3.29,1.477
CB160,1,CB363,1,6,7.399,7.832,6.68,0.433
CB160,1,CB364,1,1,21.342,21.832,4.3,0.49
CB160,2,CB364,2,1,46.027,46.263,4.66,0.236
CB160,2,CB364,2,5,152.825,156.333,3.1,3.508
CB160,1,CB364,1,6,79.063,80.102,4.16,1.039
CB160,2,CB367,2,3,74.905,80.229,3.35,5.324
CB160,1,CB367,1,5,183.925,184.155,5.12,0.23
CB160,2,CB367,2,6,23.748,24.313,3.24,0.565
CB160,1,CB367,1,6,70.234,70.876,3.1,0.642
CB160,2,CB367,2,7,6.884,8.115,4.64,1.231
CB160,2,CB367,2,7,34.524,66.987,5.27,32.463
CB160,1,CB369,2,1,2.032,3.059,4.49,1.027
CB160,2,CB369,2,3,0.637,2.441,3.07,1.804
CB160,2,CB369,2,5,66.66,67.193,4.04,0.533
CB160,1,CB371,1,5,118.544,137.792,7.04,19.248
CB160,2,CB371,1,7,15.772,17.264,7.28,1.492
CB160,1,CB371,1,7,48.297,48.572,3.63,0.275
CB160,1,CB373,2,1,3.067,16.987,7.74,13.92
CB160,2,CB373,1,3,173.985,176.87,6.21,2.885
CB160,2,CB374,2,2,6.508,7.774,3.76,1.266
CB160,2,CB374,1,3,152.426,157.061,4.06,4.635
CB160,1,CB375,1,2,42.294,42.579,3.13,0.285
CB160,1,CB375,1,3,152.426,157.061,3.76,4.635
CB160,1,CB375,1,6,27.964,29.197,3.1,1.233
CB160,1,CB375,2,7,25.234,26.558,3.91,1.324
CB160,2,CB377,2,5,4.475,6.127,3.58,1.652
CB160,2,CB381,1,1,39.897,39.985,3.36,0.088
CB160,2,CB381,1,6,7.638,8.479,6.31,0.841
CB160,2,CB381,1,6,22.477,22.836,3.12,0.359
CB160,2,CB382,2,1,46.042,46.42,7.08,0.378
CB160,2,CB383,2,4,19.862,20.036,3.42,0.174
CB160,2,CB385,1,1,19.407,33.892,3.02,14.485
CB160,1,CB385,2,3,7.905,21.891,4.98,13.986
CB160,2,CB385,1,5,190.035,193.087,6.0,3.052
CB160,1,CB385,2,6,34.261,34.733,13.42,0.472
CB160,2,CB388,2,5,7.676,168.652,3.75,160.976
CB160,2,CB388,1,7,95.77,97.513,4.68,1.743
CB160,1,CB391,1,1,7.672,22.775,3.66,15.103
CB160,1,CB391,1,2,48.361,116.549,5.84,68.188
CB160,1,CB391,1,3,11.806,156.951,9.0,145.145
CB160,1,CB391,1,5,50.723,172.417,4.84,121.694
CB160,1,CB391,1,7,25.126,25.226,3.14,0.1
CB160,2,CB392,1,1,21.055,21.294,5.6,0.239
CB160,2,CB392,2,2,35.165,35.54,3.88,0.375
CB160,1,CB392,1,2,56.697,67.073,6.0,10.376
CB160,1,CB392,1,3,16.374,21.891,3.2,5.517
CB160,2,CB392,1,4,27.052,75.847,3.57,48.795
CB160,1,CB394,1,1,39.897,39.985,3.06,0.088
CB160,1,CB394,1,3,146.836,149.664,4.04,2.828
CB160,2,CB394,1,5,39.031,189.634,3.87,150.603
CB160,1,CB394,2,7,46.062,47.216,4.91,1.154
CB160,1,CB399,2,2,17.304,18.743,4.02,1.439
CB160,1,CB399,2,2,56.918,57.631,3.63,0.713
CB160,1,CB399,2,3,100.087,101.65,9.68,1.563
CB160,2,CB399,1,3,136.746,139.194,3.72,2.448
CB160,2,CB399,1,4,50.732,58.329,4.65,7.597
CB160,1,CB399,2,7,42.735,73.816,7.97,31.081
CB160,1,CB401,1,1,40.196,43.057,3.98,2.861
CB160,1,CB401,1,2,42.976,43.662,9.4,0.686
CB160,1,CB401,1,3,101.192,101.644,7.19,0.452
CB160,1,CB401,1,4,22.373,22.853,5.49,0.48
CB160,2,CB401,2,5,188.727,190.089,4.19,1.362
CB160,1,CB405,1,1,45.239,45.448,6.48,0.209
CB160,1,CB405,1,1,46.027,46.227,3.66,0.2
CB160,1,CB405,2,2,35.748,36.446,3.45,0.698
CB160,1,CB405,2,3,136.332,137.967,3.26,1.635
CB160,1,CB405,2,3,179.804,180.008,4.17,0.204
CB160,1,CB405,2,4,1.093,2.478,5.73,1.385
CB160,2,CB405,2,4,50.732,58.329,4.97,7.597
CB160,2,CB405,2,7,14.85,26.558,3.2,11.708
CB160,2,CB406,2,1,7.927,7.977,9.05,0.05
CB160,2,CB406,2,3,179.804,179.995,3.86,0.191
CB160,2,CB406,2,5,39.212,190.089,3.7,150.877
CB160,1,CB406,1,7,4.875,26.794,4.69,21.919
CB160,1,CB407,1,1,7.851,17.537,4.41,9.686
